Gdynia,54.516833,18.555856
Gdansk,54.421303,18.693822
Swinoujscie,53.934106,14.274631
Kalmar,56.635764,16.357988
Karlskrona,56.149046,15.613632
Sztokholm,59.480396,19.168691
Visby,57.633915,18.269643
Ronne,55.093889,14.679056
Klajpeda,55.728884,21.073701
Helsinki,60.147153,24.943484
Tallin,59.455059,24.778412
Trelleborg,55.356742,13.149945
Rostock,54.191576,12.088483
