0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;0.0;1.5;2.8;3.4;3.0;1.8;1.6
6.0;0.0;3.0;5.0;5.9;5.3;3.8;3.1
9.0;0.0;4.2;6.1;6.6;6.5;5.4;4.5
12.0;0.0;4.5;6.6;7.5;7.2;6.5;5.7
15.0;0.0;5.0;7.2;8.1;8.0;7.1;6.55
20.0;1.0;5.0;7.8;8.7;9.0;8.2;7.7
