0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6.0;0.0;0.0;5.49;5.77;4.79;3.39;3.00
8.0;0.0;0.0;6.59;6.92;5.97;4.45;4.02
10.0;0.0;0.0;7.42;7.75;6.95;6.26;4.81
12.0;0.0;0.0;7.92;8.21;7.74;6.26;5.83
14.0;0.0;0.0;8.21;8.51;8.22;7.03;6.22
16.0;0.0;0.0;8.36;8.8;8.57;7.69;7.17
20.0;0.0;0.0;8.46;9.39;9.32;8.47;8.01
