0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6.0;0.0;0.0;7.75;8.01;7.46; 5.51;7.28
8.0;0.0;0.0;8.88;9.03;8.98; 7.08;8.58
10.0;0.0;0.0;9.46;9.81;10.06;8.32;9.13
12.0;0.0;0.0;9.83;10.74;11.12;9.3;9.39
14.0;0.0;0.0;10.08;11.64;11.92;10.06;9.57
16.0;0.0;0.0;10.25;12.19;12.62;11.14;9.73
20.0;0.0;0.0;10.78;12.88;14.55;14.33;10.14
