0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6.0;0.0;0.0;3.95;4.28;4.29;3.43;1.2
8.0;0.0;0.0;4.66;5.11;5.12;4.23;2.1
10.0;0.0;0.0;5.1;5.51;5.53;4.86;3.9
12.0;0.0;0.0;5.32;5.79;5.86;5.23;4.1
14.0;0.0;0.0;5.47;6.04;6.21;5.48;5.0
16.0;0.0;0.0;5.57;6.19;6.54;5.72;5.2
20.0;0.0;0.0;5.59;6.35;7.15;6.22;5.9
